Device_ID,Timestamp,Reminder_Type,Scheduled_Time,Reminder_Sent,Acknowledged,Scheduled_DateTime,Type_Appointment,Type_Exercise,Type_Hydration,Type_Medication,Hour,Day_of_Week,Time_of_Day,Is_Weekend,Adherence,Priority,Priority_Score
D9872,2025-01-01 15:30:00,Medication,08:30:00,1,1,2025-01-01 08:30:00,False,False,False,True,8,2,Morning,0,1.0,High,3
D9873,2025-01-03 00:43:00,Exercise,14:30:00,0,0,2025-01-03 14:30:00,False,True,False,False,14,4,Afternoon,0,,Medium,2
D9874,2025-01-25 23:22:00,Exercise,22:00:00,1,1,2025-01-25 22:00:00,False,True,False,False,22,5,Night,1,1.0,Medium,2
D9875,2025-01-02 00:38:00,Hydration,18:30:00,0,0,2025-01-02 18:30:00,False,False,True,False,18,3,Evening,0,,Medium,2
D9876,2025-01-13 13:35:00,Medication,18:30:00,1,0,2025-01-13 18:30:00,False,False,False,True,18,0,Evening,0,0.0,High,3
D9877,2025-01-29 06:37:00,Medication,15:30:00,0,0,2025-01-29 15:30:00,False,False,False,True,15,2,Afternoon,0,,High,3
D9878,2025-01-27 22:02:00,Appointment,15:00:00,1,1,2025-01-27 15:00:00,True,False,False,False,15,0,Afternoon,0,1.0,High,3
D9879,2025-01-15 05:59:00,Appointment,20:30:00,1,1,2025-01-15 20:30:00,True,False,False,False,20,2,Evening,0,1.0,High,3
D9880,2025-01-12 09:25:00,Medication,07:00:00,1,1,2025-01-12 07:00:00,False,False,False,True,7,6,Morning,1,1.0,High,3
D9881,2025-01-20 22:13:00,Medication,16:30:00,1,1,2025-01-20 16:30:00,False,False,False,True,16,0,Afternoon,0,1.0,High,3
D9882,2025-01-18 00:29:00,Hydration,08:30:00,1,1,2025-01-18 08:30:00,False,False,True,False,8,5,Morning,1,1.0,Medium,2
D9883,2025-01-21 20:32:00,Appointment,11:00:00,0,0,2025-01-21 11:00:00,True,False,False,False,11,1,Morning,0,,High,3
D9884,2025-01-11 08:12:00,Hydration,17:30:00,1,1,2025-01-11 17:30:00,False,False,True,False,17,5,Evening,1,1.0,Medium,2
D9885,2025-01-27 21:15:00,Hydration,15:30:00,1,0,2025-01-27 15:30:00,False,False,True,False,15,0,Afternoon,0,0.0,Medium,2
D9886,2025-01-20 08:46:00,Hydration,07:00:00,0,0,2025-01-20 07:00:00,False,False,True,False,7,0,Morning,0,,Medium,2
D9887,2025-01-21 15:49:00,Medication,09:00:00,0,0,2025-01-21 09:00:00,False,False,False,True,9,1,Morning,0,,High,3
D9888,2025-01-13 21:58:00,Exercise,11:30:00,0,0,2025-01-13 11:30:00,False,True,False,False,11,0,Morning,0,,Medium,2
D9889,2025-01-26 04:20:00,Exercise,19:30:00,1,1,2025-01-26 19:30:00,False,True,False,False,19,6,Evening,1,1.0,Medium,2
D9890,2025-01-28 14:44:00,Hydration,13:00:00,1,1,2025-01-28 13:00:00,False,False,True,False,13,1,Afternoon,0,1.0,Medium,2
D9891,2025-01-06 06:17:00,Exercise,10:00:00,1,1,2025-01-06 10:00:00,False,True,False,False,10,0,Morning,0,1.0,Medium,2
D9892,2025-01-09 10:57:00,Exercise,18:30:00,1,1,2025-01-09 18:30:00,False,True,False,False,18,3,Evening,0,1.0,Medium,2
D9893,2025-01-13 19:53:00,Exercise,18:30:00,0,0,2025-01-13 18:30:00,False,True,False,False,18,0,Evening,0,,Medium,2
D9894,2025-01-20 09:42:00,Appointment,08:30:00,0,0,2025-01-20 08:30:00,True,False,False,False,8,0,Morning,0,,High,3
D9895,2025-01-09 00:08:00,Exercise,13:00:00,0,0,2025-01-09 13:00:00,False,True,False,False,13,3,Afternoon,0,,Medium,2
D9896,2025-01-22 20:43:00,Exercise,15:00:00,0,0,2025-01-22 15:00:00,False,True,False,False,15,2,Afternoon,0,,Medium,2
D9897,2025-01-17 12:35:00,Appointment,08:00:00,0,0,2025-01-17 08:00:00,True,False,False,False,8,4,Morning,0,,High,3
D9898,2025-01-29 08:08:00,Hydration,12:30:00,1,1,2025-01-29 12:30:00,False,False,True,False,12,2,Afternoon,0,1.0,Medium,2
D9899,2025-01-30 19:45:00,Medication,20:00:00,1,0,2025-01-30 20:00:00,False,False,False,True,20,3,Evening,0,0.0,High,3
D9900,2025-01-30 22:25:00,Medication,10:30:00,1,1,2025-01-30 10:30:00,False,False,False,True,10,3,Morning,0,1.0,High,3
D9901,2025-01-14 14:30:00,Medication,14:00:00,0,0,2025-01-14 14:00:00,False,False,False,True,14,1,Afternoon,0,,High,3
D9902,2025-01-14 09:47:00,Medication,21:30:00,0,0,2025-01-14 21:30:00,False,False,False,True,21,1,Evening,0,,High,3
D9903,2025-01-30 16:38:00,Appointment,19:00:00,1,1,2025-01-30 19:00:00,True,False,False,False,19,3,Evening,0,1.0,High,3
D9904,2025-01-08 01:19:00,Hydration,07:30:00,0,0,2025-01-08 07:30:00,False,False,True,False,7,2,Morning,0,,Medium,2
D9905,2025-01-17 05:14:00,Exercise,08:30:00,1,1,2025-01-17 08:30:00,False,True,False,False,8,4,Morning,0,1.0,Medium,2
D9906,2025-01-01 00:27:00,Medication,14:30:00,0,0,2025-01-01 14:30:00,False,False,False,True,14,2,Afternoon,0,,High,3
D9907,2025-01-25 02:23:00,Medication,18:30:00,1,1,2025-01-25 18:30:00,False,False,False,True,18,5,Evening,1,1.0,High,3
D9908,2025-01-27 01:01:00,Exercise,16:30:00,0,0,2025-01-27 16:30:00,False,True,False,False,16,0,Afternoon,0,,Medium,2
D9909,2025-01-27 19:05:00,Appointment,15:00:00,1,1,2025-01-27 15:00:00,True,False,False,False,15,0,Afternoon,0,1.0,High,3
D9910,2025-01-22 01:51:00,Exercise,14:30:00,1,1,2025-01-22 14:30:00,False,True,False,False,14,2,Afternoon,0,1.0,Medium,2
D9911,2025-01-13 18:43:00,Medication,09:00:00,0,0,2025-01-13 09:00:00,False,False,False,True,9,0,Morning,0,,High,3
D9912,2025-01-16 23:01:00,Hydration,08:30:00,1,0,2025-01-16 08:30:00,False,False,True,False,8,3,Morning,0,0.0,Medium,2
D9913,2025-01-02 19:47:00,Exercise,06:00:00,1,0,2025-01-02 06:00:00,False,True,False,False,6,3,Morning,0,0.0,Medium,2
D9914,2025-01-10 11:06:00,Exercise,12:00:00,0,0,2025-01-10 12:00:00,False,True,False,False,12,4,Afternoon,0,,Medium,2
D9915,2025-01-24 12:11:00,Hydration,21:00:00,1,1,2025-01-24 21:00:00,False,False,True,False,21,4,Evening,0,1.0,Medium,2
D9916,2025-01-29 22:57:00,Hydration,17:00:00,1,1,2025-01-29 17:00:00,False,False,True,False,17,2,Evening,0,1.0,Medium,2
D9917,2025-01-29 07:56:00,Hydration,16:30:00,1,1,2025-01-29 16:30:00,False,False,True,False,16,2,Afternoon,0,1.0,Medium,2
D9918,2025-01-09 22:16:00,Medication,15:00:00,0,0,2025-01-09 15:00:00,False,False,False,True,15,3,Afternoon,0,,High,3
D9919,2025-01-17 10:20:00,Appointment,11:00:00,0,0,2025-01-17 11:00:00,True,False,False,False,11,4,Morning,0,,High,3
D9920,2025-01-25 04:05:00,Medication,14:00:00,1,1,2025-01-25 14:00:00,False,False,False,True,14,5,Afternoon,1,1.0,High,3
D9921,2025-01-22 20:46:00,Medication,11:30:00,1,1,2025-01-22 11:30:00,False,False,False,True,11,2,Morning,0,1.0,High,3
D9922,2025-01-12 10:18:00,Medication,22:30:00,1,1,2025-01-12 22:30:00,False,False,False,True,22,6,Night,1,1.0,High,3
D9923,2025-01-11 09:31:00,Hydration,13:30:00,1,1,2025-01-11 13:30:00,False,False,True,False,13,5,Afternoon,1,1.0,Medium,2
D9924,2025-01-27 20:18:00,Appointment,08:00:00,0,0,2025-01-27 08:00:00,True,False,False,False,8,0,Morning,0,,High,3
D9925,2025-01-19 20:48:00,Appointment,10:00:00,0,0,2025-01-19 10:00:00,True,False,False,False,10,6,Morning,1,,High,3
D9926,2025-01-17 02:30:00,Medication,07:30:00,1,1,2025-01-17 07:30:00,False,False,False,True,7,4,Morning,0,1.0,High,3
D9927,2025-01-26 19:00:00,Appointment,21:30:00,0,0,2025-01-26 21:30:00,True,False,False,False,21,6,Evening,1,,High,3
D9928,2025-01-07 13:49:00,Appointment,08:30:00,0,0,2025-01-07 08:30:00,True,False,False,False,8,1,Morning,0,,High,3
D9929,2025-01-06 03:03:00,Medication,11:30:00,0,0,2025-01-06 11:30:00,False,False,False,True,11,0,Morning,0,,High,3
D9930,2025-01-05 11:08:00,Medication,20:00:00,1,1,2025-01-05 20:00:00,False,False,False,True,20,6,Evening,1,1.0,High,3
D9931,2025-01-27 12:28:00,Exercise,07:30:00,1,1,2025-01-27 07:30:00,False,True,False,False,7,0,Morning,0,1.0,Medium,2
D9932,2025-01-15 15:26:00,Appointment,06:00:00,0,0,2025-01-15 06:00:00,True,False,False,False,6,2,Morning,0,,High,3
D9933,2025-01-08 23:17:00,Medication,21:00:00,0,0,2025-01-08 21:00:00,False,False,False,True,21,2,Evening,0,,High,3
D9934,2025-01-29 07:53:00,Hydration,21:30:00,1,1,2025-01-29 21:30:00,False,False,True,False,21,2,Evening,0,1.0,Medium,2
D9935,2025-01-05 16:17:00,Hydration,13:30:00,1,0,2025-01-05 13:30:00,False,False,True,False,13,6,Afternoon,1,0.0,Medium,2
D9936,2025-01-16 06:57:00,Exercise,16:30:00,0,0,2025-01-16 16:30:00,False,True,False,False,16,3,Afternoon,0,,Medium,2
D9937,2025-01-14 00:15:00,Hydration,22:30:00,1,1,2025-01-14 22:30:00,False,False,True,False,22,1,Night,0,1.0,Medium,2
D9938,2025-01-10 11:11:00,Appointment,15:30:00,1,1,2025-01-10 15:30:00,True,False,False,False,15,4,Afternoon,0,1.0,High,3
D9939,2025-01-05 17:30:00,Medication,06:00:00,0,0,2025-01-05 06:00:00,False,False,False,True,6,6,Morning,1,,High,3
D9940,2025-01-12 09:40:00,Appointment,19:30:00,1,0,2025-01-12 19:30:00,True,False,False,False,19,6,Evening,1,0.0,High,3
D9941,2025-01-23 04:46:00,Medication,15:00:00,1,1,2025-01-23 15:00:00,False,False,False,True,15,3,Afternoon,0,1.0,High,3
D9942,2025-01-22 02:38:00,Medication,17:30:00,0,0,2025-01-22 17:30:00,False,False,False,True,17,2,Evening,0,,High,3
D9943,2025-01-23 10:43:00,Medication,06:30:00,0,0,2025-01-23 06:30:00,False,False,False,True,6,3,Morning,0,,High,3
D9944,2025-01-08 05:35:00,Exercise,22:00:00,1,1,2025-01-08 22:00:00,False,True,False,False,22,2,Night,0,1.0,Medium,2
D9945,2025-01-17 02:31:00,Exercise,20:00:00,1,0,2025-01-17 20:00:00,False,True,False,False,20,4,Evening,0,0.0,Medium,2
D9946,2025-01-06 08:49:00,Medication,21:30:00,0,0,2025-01-06 21:30:00,False,False,False,True,21,0,Evening,0,,High,3
D9947,2025-01-28 21:47:00,Hydration,12:00:00,0,0,2025-01-28 12:00:00,False,False,True,False,12,1,Afternoon,0,,Medium,2
D9948,2025-01-10 12:08:00,Exercise,18:00:00,1,0,2025-01-10 18:00:00,False,True,False,False,18,4,Evening,0,0.0,Medium,2
D9949,2025-01-16 15:38:00,Hydration,08:00:00,0,0,2025-01-16 08:00:00,False,False,True,False,8,3,Morning,0,,Medium,2
D9950,2025-01-14 08:40:00,Medication,21:30:00,1,1,2025-01-14 21:30:00,False,False,False,True,21,1,Evening,0,1.0,High,3
D9951,2025-01-18 06:39:00,Exercise,15:00:00,1,1,2025-01-18 15:00:00,False,True,False,False,15,5,Afternoon,1,1.0,Medium,2
D9952,2025-01-16 02:33:00,Hydration,22:30:00,1,1,2025-01-16 22:30:00,False,False,True,False,22,3,Night,0,1.0,Medium,2
D9953,2025-01-03 13:15:00,Medication,18:30:00,0,0,2025-01-03 18:30:00,False,False,False,True,18,4,Evening,0,,High,3
D9954,2025-01-29 02:12:00,Appointment,13:30:00,0,0,2025-01-29 13:30:00,True,False,False,False,13,2,Afternoon,0,,High,3
D9955,2025-01-06 21:24:00,Appointment,19:00:00,0,0,2025-01-06 19:00:00,True,False,False,False,19,0,Evening,0,,High,3
D9956,2025-01-16 21:19:00,Appointment,10:30:00,0,0,2025-01-16 10:30:00,True,False,False,False,10,3,Morning,0,,High,3
D9957,2025-01-06 08:45:00,Appointment,11:30:00,0,0,2025-01-06 11:30:00,True,False,False,False,11,0,Morning,0,,High,3
D9958,2025-01-06 05:45:00,Appointment,13:00:00,0,0,2025-01-06 13:00:00,True,False,False,False,13,0,Afternoon,0,,High,3
D9959,2025-01-27 19:55:00,Exercise,13:00:00,0,0,2025-01-27 13:00:00,False,True,False,False,13,0,Afternoon,0,,Medium,2
D9960,2025-01-18 03:31:00,Exercise,15:00:00,0,0,2025-01-18 15:00:00,False,True,False,False,15,5,Afternoon,1,,Medium,2
D9961,2025-01-14 03:39:00,Medication,06:00:00,1,1,2025-01-14 06:00:00,False,False,False,True,6,1,Morning,0,1.0,High,3
D9962,2025-01-22 12:24:00,Hydration,17:00:00,1,1,2025-01-22 17:00:00,False,False,True,False,17,2,Evening,0,1.0,Medium,2
D9963,2025-01-06 18:47:00,Hydration,12:30:00,0,0,2025-01-06 12:30:00,False,False,True,False,12,0,Afternoon,0,,Medium,2
D9964,2025-01-20 02:23:00,Appointment,17:30:00,1,1,2025-01-20 17:30:00,True,False,False,False,17,0,Evening,0,1.0,High,3
D9965,2025-01-08 09:57:00,Appointment,16:00:00,1,1,2025-01-08 16:00:00,True,False,False,False,16,2,Afternoon,0,1.0,High,3
D9966,2025-01-26 00:11:00,Hydration,10:00:00,0,0,2025-01-26 10:00:00,False,False,True,False,10,6,Morning,1,,Medium,2
D9967,2025-01-12 10:31:00,Medication,16:30:00,1,0,2025-01-12 16:30:00,False,False,False,True,16,6,Afternoon,1,0.0,High,3
D9968,2025-01-16 05:12:00,Appointment,12:30:00,1,1,2025-01-16 12:30:00,True,False,False,False,12,3,Afternoon,0,1.0,High,3
D9969,2025-01-15 23:58:00,Medication,10:30:00,0,0,2025-01-15 10:30:00,False,False,False,True,10,2,Morning,0,,High,3
D9970,2025-01-08 06:16:00,Appointment,16:30:00,1,1,2025-01-08 16:30:00,True,False,False,False,16,2,Afternoon,0,1.0,High,3
D9971,2025-01-02 01:11:00,Appointment,06:00:00,0,0,2025-01-02 06:00:00,True,False,False,False,6,3,Morning,0,,High,3
D9972,2025-01-03 16:53:00,Exercise,16:30:00,1,1,2025-01-03 16:30:00,False,True,False,False,16,4,Afternoon,0,1.0,Medium,2
D9973,2025-01-30 15:59:00,Medication,07:00:00,0,0,2025-01-30 07:00:00,False,False,False,True,7,3,Morning,0,,High,3
D9974,2025-01-08 21:46:00,Hydration,16:00:00,1,0,2025-01-08 16:00:00,False,False,True,False,16,2,Afternoon,0,0.0,Medium,2
D9975,2025-01-08 00:51:00,Hydration,20:30:00,0,0,2025-01-08 20:30:00,False,False,True,False,20,2,Evening,0,,Medium,2
D9976,2025-01-16 06:43:00,Hydration,22:00:00,0,0,2025-01-16 22:00:00,False,False,True,False,22,3,Night,0,,Medium,2
D9977,2025-01-18 01:30:00,Hydration,20:00:00,0,0,2025-01-18 20:00:00,False,False,True,False,20,5,Evening,1,,Medium,2
D9978,2025-01-04 19:19:00,Hydration,17:30:00,0,0,2025-01-04 17:30:00,False,False,True,False,17,5,Evening,1,,Medium,2
D9979,2025-01-09 19:35:00,Exercise,14:30:00,0,0,2025-01-09 14:30:00,False,True,False,False,14,3,Afternoon,0,,Medium,2
D9980,2025-01-06 19:35:00,Exercise,08:00:00,1,1,2025-01-06 08:00:00,False,True,False,False,8,0,Morning,0,1.0,Medium,2
D9981,2025-01-15 07:30:00,Hydration,16:00:00,1,1,2025-01-15 16:00:00,False,False,True,False,16,2,Afternoon,0,1.0,Medium,2
D9982,2025-01-03 01:43:00,Medication,18:00:00,1,1,2025-01-03 18:00:00,False,False,False,True,18,4,Evening,0,1.0,High,3
D9983,2025-01-21 03:59:00,Medication,12:00:00,0,0,2025-01-21 12:00:00,False,False,False,True,12,1,Afternoon,0,,High,3
D9984,2025-01-14 04:59:00,Exercise,13:00:00,1,0,2025-01-14 13:00:00,False,True,False,False,13,1,Afternoon,0,0.0,Medium,2
D9985,2025-01-18 20:51:00,Appointment,12:00:00,0,0,2025-01-18 12:00:00,True,False,False,False,12,5,Afternoon,1,,High,3
D9986,2025-01-02 23:34:00,Appointment,18:00:00,1,0,2025-01-02 18:00:00,True,False,False,False,18,3,Evening,0,0.0,High,3
D9987,2025-01-16 22:30:00,Hydration,11:00:00,1,1,2025-01-16 11:00:00,False,False,True,False,11,3,Morning,0,1.0,Medium,2
D9988,2025-01-27 01:23:00,Medication,15:00:00,0,0,2025-01-27 15:00:00,False,False,False,True,15,0,Afternoon,0,,High,3
D9989,2025-01-14 15:47:00,Hydration,14:00:00,1,1,2025-01-14 14:00:00,False,False,True,False,14,1,Afternoon,0,1.0,Medium,2
D9990,2025-01-20 17:49:00,Exercise,07:30:00,0,0,2025-01-20 07:30:00,False,True,False,False,7,0,Morning,0,,Medium,2
D9991,2025-01-16 10:42:00,Exercise,15:30:00,0,0,2025-01-16 15:30:00,False,True,False,False,15,3,Afternoon,0,,Medium,2
D9992,2025-01-17 10:48:00,Exercise,07:00:00,0,0,2025-01-17 07:00:00,False,True,False,False,7,4,Morning,0,,Medium,2
D9993,2025-01-24 09:47:00,Medication,17:30:00,0,0,2025-01-24 17:30:00,False,False,False,True,17,4,Evening,0,,High,3
D9994,2025-01-28 16:12:00,Hydration,15:00:00,1,1,2025-01-28 15:00:00,False,False,True,False,15,1,Afternoon,0,1.0,Medium,2
D9995,2025-01-29 17:11:00,Exercise,14:00:00,1,1,2025-01-29 14:00:00,False,True,False,False,14,2,Afternoon,0,1.0,Medium,2
D9996,2025-01-12 02:59:00,Appointment,11:30:00,0,0,2025-01-12 11:30:00,True,False,False,False,11,6,Morning,1,,High,3
D9997,2025-01-21 08:08:00,Medication,08:00:00,0,0,2025-01-21 08:00:00,False,False,False,True,8,1,Morning,0,,High,3
D9998,2025-01-25 11:40:00,Hydration,21:00:00,0,0,2025-01-25 21:00:00,False,False,True,False,21,5,Evening,1,,Medium,2
D9999,2025-01-14 13:03:00,Appointment,13:30:00,0,0,2025-01-14 13:30:00,True,False,False,False,13,1,Afternoon,0,,High,3
D10000,2025-01-21 00:04:00,Medication,16:30:00,0,0,2025-01-21 16:30:00,False,False,False,True,16,1,Afternoon,0,,High,3
D10001,2025-01-22 13:52:00,Appointment,14:30:00,1,1,2025-01-22 14:30:00,True,False,False,False,14,2,Afternoon,0,1.0,High,3
D10002,2025-01-26 11:12:00,Medication,15:30:00,1,1,2025-01-26 15:30:00,False,False,False,True,15,6,Afternoon,1,1.0,High,3
D10003,2025-01-09 15:50:00,Hydration,10:30:00,1,1,2025-01-09 10:30:00,False,False,True,False,10,3,Morning,0,1.0,Medium,2
D10004,2025-01-07 07:32:00,Appointment,21:00:00,0,0,2025-01-07 21:00:00,True,False,False,False,21,1,Evening,0,,High,3
D10005,2025-01-15 16:05:00,Hydration,12:00:00,1,1,2025-01-15 12:00:00,False,False,True,False,12,2,Afternoon,0,1.0,Medium,2
D10006,2025-01-30 05:04:00,Medication,19:30:00,0,0,2025-01-30 19:30:00,False,False,False,True,19,3,Evening,0,,High,3
D10007,2025-01-09 20:48:00,Hydration,20:30:00,0,0,2025-01-09 20:30:00,False,False,True,False,20,3,Evening,0,,Medium,2
D10008,2025-01-05 18:40:00,Exercise,14:00:00,0,0,2025-01-05 14:00:00,False,True,False,False,14,6,Afternoon,1,,Medium,2
D10009,2025-01-02 14:41:00,Medication,10:00:00,1,1,2025-01-02 10:00:00,False,False,False,True,10,3,Morning,0,1.0,High,3
D10010,2025-01-19 08:56:00,Medication,11:30:00,1,1,2025-01-19 11:30:00,False,False,False,True,11,6,Morning,1,1.0,High,3
D10011,2025-01-12 04:39:00,Exercise,18:00:00,1,0,2025-01-12 18:00:00,False,True,False,False,18,6,Evening,1,0.0,Medium,2
D10012,2025-01-20 03:09:00,Appointment,16:30:00,1,0,2025-01-20 16:30:00,True,False,False,False,16,0,Afternoon,0,0.0,High,3
D10013,2025-01-24 19:56:00,Exercise,14:00:00,1,1,2025-01-24 14:00:00,False,True,False,False,14,4,Afternoon,0,1.0,Medium,2
D10014,2025-01-14 15:43:00,Exercise,16:30:00,0,0,2025-01-14 16:30:00,False,True,False,False,16,1,Afternoon,0,,Medium,2
D10015,2025-01-29 10:55:00,Exercise,17:30:00,0,0,2025-01-29 17:30:00,False,True,False,False,17,2,Evening,0,,Medium,2
D10016,2025-01-25 13:45:00,Medication,21:30:00,0,0,2025-01-25 21:30:00,False,False,False,True,21,5,Evening,1,,High,3
D10017,2025-01-11 00:04:00,Hydration,16:00:00,0,0,2025-01-11 16:00:00,False,False,True,False,16,5,Afternoon,1,,Medium,2
D10018,2025-01-24 08:58:00,Hydration,13:00:00,0,0,2025-01-24 13:00:00,False,False,True,False,13,4,Afternoon,0,,Medium,2
D10019,2025-01-14 01:47:00,Appointment,06:30:00,1,1,2025-01-14 06:30:00,True,False,False,False,6,1,Morning,0,1.0,High,3
D10020,2025-01-17 21:18:00,Hydration,06:30:00,0,0,2025-01-17 06:30:00,False,False,True,False,6,4,Morning,0,,Medium,2
D10021,2025-01-30 03:49:00,Exercise,09:30:00,1,1,2025-01-30 09:30:00,False,True,False,False,9,3,Morning,0,1.0,Medium,2
D10022,2025-01-02 02:54:00,Exercise,15:00:00,0,0,2025-01-02 15:00:00,False,True,False,False,15,3,Afternoon,0,,Medium,2
D10023,2025-01-17 21:56:00,Appointment,19:00:00,0,0,2025-01-17 19:00:00,True,False,False,False,19,4,Evening,0,,High,3
D10024,2025-01-05 03:43:00,Hydration,08:30:00,0,0,2025-01-05 08:30:00,False,False,True,False,8,6,Morning,1,,Medium,2
D10025,2025-01-14 14:01:00,Exercise,21:00:00,0,0,2025-01-14 21:00:00,False,True,False,False,21,1,Evening,0,,Medium,2
D10026,2025-01-16 03:54:00,Medication,12:30:00,1,0,2025-01-16 12:30:00,False,False,False,True,12,3,Afternoon,0,0.0,High,3
D10027,2025-01-18 10:15:00,Hydration,18:00:00,0,0,2025-01-18 18:00:00,False,False,True,False,18,5,Evening,1,,Medium,2
D10028,2025-01-14 19:14:00,Hydration,19:00:00,0,0,2025-01-14 19:00:00,False,False,True,False,19,1,Evening,0,,Medium,2
D10029,2025-01-15 09:54:00,Medication,16:30:00,1,0,2025-01-15 16:30:00,False,False,False,True,16,2,Afternoon,0,0.0,High,3
D10030,2025-01-27 19:42:00,Medication,13:00:00,0,0,2025-01-27 13:00:00,False,False,False,True,13,0,Afternoon,0,,High,3
D10031,2025-01-16 23:03:00,Appointment,17:00:00,1,1,2025-01-16 17:00:00,True,False,False,False,17,3,Evening,0,1.0,High,3
D10032,2025-01-15 14:44:00,Exercise,16:30:00,1,1,2025-01-15 16:30:00,False,True,False,False,16,2,Afternoon,0,1.0,Medium,2
D10033,2025-01-17 03:44:00,Medication,15:30:00,0,0,2025-01-17 15:30:00,False,False,False,True,15,4,Afternoon,0,,High,3
D10034,2025-01-24 06:06:00,Exercise,08:00:00,0,0,2025-01-24 08:00:00,False,True,False,False,8,4,Morning,0,,Medium,2
D10035,2025-01-25 15:55:00,Appointment,09:00:00,0,0,2025-01-25 09:00:00,True,False,False,False,9,5,Morning,1,,High,3
D10036,2025-01-30 04:54:00,Appointment,17:00:00,1,1,2025-01-30 17:00:00,True,False,False,False,17,3,Evening,0,1.0,High,3
D10037,2025-01-04 19:56:00,Exercise,18:00:00,1,1,2025-01-04 18:00:00,False,True,False,False,18,5,Evening,1,1.0,Medium,2
D10038,2025-01-23 06:04:00,Hydration,12:00:00,0,0,2025-01-23 12:00:00,False,False,True,False,12,3,Afternoon,0,,Medium,2
D10039,2025-01-22 17:04:00,Appointment,14:30:00,0,0,2025-01-22 14:30:00,True,False,False,False,14,2,Afternoon,0,,High,3
D10040,2025-01-06 16:43:00,Appointment,07:30:00,0,0,2025-01-06 07:30:00,True,False,False,False,7,0,Morning,0,,High,3
D10041,2025-01-09 14:16:00,Exercise,09:00:00,1,1,2025-01-09 09:00:00,False,True,False,False,9,3,Morning,0,1.0,Medium,2
D10042,2025-01-15 16:56:00,Appointment,19:30:00,1,1,2025-01-15 19:30:00,True,False,False,False,19,2,Evening,0,1.0,High,3
D10043,2025-01-13 05:37:00,Medication,06:00:00,0,0,2025-01-13 06:00:00,False,False,False,True,6,0,Morning,0,,High,3
D10044,2025-01-17 18:23:00,Exercise,12:30:00,0,0,2025-01-17 12:30:00,False,True,False,False,12,4,Afternoon,0,,Medium,2
D10045,2025-01-03 14:36:00,Appointment,20:00:00,0,0,2025-01-03 20:00:00,True,False,False,False,20,4,Evening,0,,High,3
D10046,2025-01-07 02:06:00,Hydration,11:30:00,1,1,2025-01-07 11:30:00,False,False,True,False,11,1,Morning,0,1.0,Medium,2
D10047,2025-01-06 21:51:00,Appointment,12:00:00,0,0,2025-01-06 12:00:00,True,False,False,False,12,0,Afternoon,0,,High,3
D10048,2025-01-14 00:53:00,Appointment,08:30:00,0,0,2025-01-14 08:30:00,True,False,False,False,8,1,Morning,0,,High,3
D10049,2025-01-18 09:00:00,Medication,12:00:00,1,1,2025-01-18 12:00:00,False,False,False,True,12,5,Afternoon,1,1.0,High,3
D10050,2025-01-23 10:33:00,Exercise,16:00:00,0,0,2025-01-23 16:00:00,False,True,False,False,16,3,Afternoon,0,,Medium,2
D10051,2025-01-08 17:58:00,Hydration,20:30:00,1,1,2025-01-08 20:30:00,False,False,True,False,20,2,Evening,0,1.0,Medium,2
D10052,2025-01-15 10:00:00,Hydration,17:30:00,0,0,2025-01-15 17:30:00,False,False,True,False,17,2,Evening,0,,Medium,2
D10053,2025-01-16 14:09:00,Appointment,06:30:00,0,0,2025-01-16 06:30:00,True,False,False,False,6,3,Morning,0,,High,3
D10054,2025-01-19 21:24:00,Appointment,08:00:00,1,0,2025-01-19 08:00:00,True,False,False,False,8,6,Morning,1,0.0,High,3
D10055,2025-01-27 20:10:00,Exercise,07:30:00,0,0,2025-01-27 07:30:00,False,True,False,False,7,0,Morning,0,,Medium,2
D10056,2025-01-19 03:23:00,Medication,17:00:00,0,0,2025-01-19 17:00:00,False,False,False,True,17,6,Evening,1,,High,3
D10057,2025-01-03 04:14:00,Exercise,20:30:00,0,0,2025-01-03 20:30:00,False,True,False,False,20,4,Evening,0,,Medium,2
D10058,2025-01-13 22:08:00,Hydration,14:00:00,0,0,2025-01-13 14:00:00,False,False,True,False,14,0,Afternoon,0,,Medium,2
D10059,2025-01-03 21:50:00,Appointment,14:00:00,0,0,2025-01-03 14:00:00,True,False,False,False,14,4,Afternoon,0,,High,3
D10060,2025-01-21 06:36:00,Appointment,17:30:00,1,0,2025-01-21 17:30:00,True,False,False,False,17,1,Evening,0,0.0,High,3
D10061,2025-01-16 15:37:00,Medication,22:30:00,1,1,2025-01-16 22:30:00,False,False,False,True,22,3,Night,0,1.0,High,3
D10062,2025-01-24 23:49:00,Hydration,22:30:00,0,0,2025-01-24 22:30:00,False,False,True,False,22,4,Night,0,,Medium,2
D10063,2025-01-05 03:42:00,Exercise,12:30:00,0,0,2025-01-05 12:30:00,False,True,False,False,12,6,Afternoon,1,,Medium,2
D10064,2025-01-18 20:47:00,Exercise,18:30:00,1,0,2025-01-18 18:30:00,False,True,False,False,18,5,Evening,1,0.0,Medium,2
D10065,2025-01-25 07:48:00,Medication,13:00:00,0,0,2025-01-25 13:00:00,False,False,False,True,13,5,Afternoon,1,,High,3
D10066,2025-01-13 18:29:00,Exercise,22:00:00,0,0,2025-01-13 22:00:00,False,True,False,False,22,0,Night,0,,Medium,2
